flag,runner_name,is_wr,is_pb,in_game_time,re_timed_time,date,days_since,src_status,seed,instances(depracated),calc(depracated),link,minutes,seconds,milliseconds,total_milliseconds,blank,blank2,current_wr,cur_wr_normal_time,wr_at_time,normal_time,decay,weight,k,run_score,non_weighted_run_score,current_wr_run_score,dynamic_k,blank,iron_source,has_tnt,enter_type,enter_time,enter_structure1_split,structure_1_time,structure1_type,structure1_split,structure1_exit_time,structure1_structure2_split,structure2_time,structure2_type,structure_2_split,structure2_exit,blaze_rates_string,blaze_rods_collected,blazes_killed,blaze_rates_decimal,structure2_exit_exit1_split,rods_obtained_pre_exit1,num_exits,exit1_time,stronghold_travel_type,triangulation_split,eyes_thrown,eye_breaks,eyes_left,total_eye_loss,reenter_time,exit_2_split,stronghold_distance,<500,500-1000,1000-1500,1500-2000,2000+,exit_2_time,theoretical_blind,nether_split,total_nether,total_ow2,post_blind,structure2_finish_split,structure2_exit_stronghold_split,stronghold_time,portal_room_locator_type,stronghold_split,frames_filled,frames_needed,end_enter_time,end_type,explosives_used,rotations,zero_explosivies,perch_explosives,end_spawn_type,dragon_node,dragon_location,dragon_angle,tower_height,tower,standing_height,end_split,truncated_igt,bastion_type_2,bastion_route,chests_checked,depracated_bastion_info,bastion_enter_time,bastion_enter_route_start_split,route_start_time,route_split,total_bastion_split,bastion_exit_time,obsidian,string,glowstone,arrows,pearls,crying_obsidian,days_since_2,elo_weight,elo,timeloss 
🇺🇸,doogile,0,0,9:35.919,9:35.919,23 May 2025,375,(U),369201841316479078,,,https://www.youtube.com/watch?v=m5WY6SiLPH8,9,35,919,575919,,,410359,1.403451612,421494,1.366375322,-0.0005,0.8290,4.545903911,20.0577,24.1942,54.6998,8.57361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,375,0.005125959766,1.240186375,
🇬🇧,Brentilda,1,1,9:38.000,9:36.000,19 Apr 2021,1870,(V),-8422260959436812016,01,No,https://www.speedrun.com/mc/run/zq13899m,9,36,0,576000,,,410359,1.403649,667000,0.8635682159,-0.0005,0.3926,0.2790797795,40.8990,104.1786,54.4498,8.58357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,1870,0,0,
🇵🇱,okshey,0,0,9:36.198,9:36.198,09 Nov 2025,205,(U),unknown,,,https://www.youtube.com/watch?v=EPY9lEApMl8,9,36,198,576198,,,410359,1.404131504,410359,1.404131504,-0.0005,0.9026,5.480522974,14.0480,15.5643,53.8420,8.60795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205,0.4225225334,65.76247204,
🇸🇪,Crookst,0,1,9:31.823,9:36.696,05 Mar 2022,1550,(V),1234475058860136521,06,Yes,https://www.speedrun.com/mc/run/zn75ro9m,9,36,696,576696,,,410359,1.405345076,548820,1.05079261,-0.0005,0.4607,0.8072762451,44.2641,96.0793,52.3346,8.66955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,1550,0,0,
🇩🇰,Bloopy,0,0,9:36.244,9:36.244,27 Oct 2024,583,(U),3241660036235146313,,,https://www.youtube.com/watch?v=KEaHoB1_iY4,9,36,244,576244,,,410359,1.404243601,421494,1.367146389,-0.0005,0.7471,4.563495917,17.9313,23.9999,53.7015,8.61362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,583,0.000000002478707207,0.0000005948862651,
🇨🇦,Jay12310,0,0,9:36.303,9:36.303,07 Jan 2026,146,(U),unknown,,,https://www.youtube.com/watch?v=pROA_8k_5eg&list=PLaTJSsRuu2UcsiC6KEkJwrGp1GaGgPoVG&index=12,9,36,303,576303,,,410359,1.404387378,410359,1.404387378,-0.0005,0.9296,5.487390139,14.4204,15.5125,53.5216,8.62091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,146,0.7325573849,113.6379509,
🇺🇸,doogile,0,0,9:36.342,9:36.342,06 Jun 2025,361,(U),3942752838021789289,,,https://www.youtube.com/watch?v=Kwy4Xk-e0q8,9,36,342,576342,,,410359,1.404482417,421494,1.367378895,-0.0005,0.8349,4.568812278,19.9875,23.9414,53.4030,8.62572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,361,0.009053642645,2.167567345,
🇸🇪,PAPLERR,0,0,9:36.264,9:36.524,16 Oct 2024,594,(U),unknown,,,https://www.youtube.com/watch?v=qfcWXXvUAJs,9,36,524,576524,,,410359,1.404925931,421494,1.367810692,-0.0005,0.7430,4.57869992,17.7089,23.8329,52.8518,8.64823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇧🇪,boyenn,0,1,9:36.771,9:36.771,02 Jan 2024,882,(U),-4821689901528726194,18,Yes,https://www.youtube.com/watch?v=_6pn-zw0hAg,9,36,771,576771,,,410359,1.405527843,446254,1.292472448,-0.0005,0.6434,3.112444557,28.9523,44.9995,52.1102,8.67886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,9:35.664,9:36.849,26 Mar 2024,798,(U),unknown,,,https://www.youtube.com/watch?v=R_kkDzbVPHM&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=13,9,36,849,576849,,,410359,1.40571792,421494,1.368581759,-0.0005,0.6710,4.596403068,15.8621,23.6399,51.8775,8.68855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,798,0,0,
🇳🇴,skycrab1,0,0,9:36.996,9:36.996,08 Oct 2024,602,(U),7453415470551744389,,,https://www.youtube.com/watch?v=kSKZSx3MlS0&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=77,9,36,996,576996,,,410359,1.406076143,421494,1.368930519,-0.0005,0.7401,4.604430017,17.4309,23.5527,51.4411,8.70684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,602,0.0000000003350568825,0.00000007891506261,
🇸🇪,PAPLERR,0,0,9:36.624,9:37.140,31 Mar 2024,793,(U),unknown,,,https://www.youtube.com/watch?v=M35thmap7LY,9,37,140,577140,,,410359,1.406427055,421494,1.36927216,-0.0005,0.6727,4.612305056,15.7859,23.4675,51.0162,8.72479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇮🇹,chiodus2472,0,1,9:34.948,9:37.268,09 Jan 2024,875,(V),-969821978931819875,01,Yes,https://www.speedrun.com/mc/runs/yd2409vm,9,37,268,577268,,,410359,1.406738977,421494,1.369575842,-0.0005,0.6456,4.619314996,15.1030,23.3919,50.6405,8.74078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,9:36.604,9:37.350,26 May 2024,737,(U),546895512825728469,,,https://www.youtube.com/watch?v=13DWhOeZhQ0&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=23,9,37,350,577350,,,410359,1.406938802,421494,1.369770388,-0.0005,0.6918,4.623810642,16.1484,23.3435,50.4009,8.75103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,737,0,0,
🇺🇸,doogile,0,0,9:36.895,9:37.361,14 Feb 2024,839,(U),8840188245230081545,,,https://www.youtube.com/watch?v=vGXGBTmZ5tU,9,37,361,577361,,,410359,1.406965608,421494,1.369796486,-0.0005,0.6574,4.624414008,15.3412,23.3370,50.3689,8.75241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,839,0,0,
🇨🇦,21mustard,0,1,9:22.292,9:37.383,21 Jul 2023,1047,(V),unknown,09,Yes,https://www.speedrun.com/mc/runs/mrlv1p4m,9,37,383,577383,,,410359,1.40701922,465828,1.239476803,-0.0005,0.5924,2.347184995,35.7931,60.4160,50.3048,8.75516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇨🇦,Aquacorde,0,0,9:37.428,9:37.428,12 Jun 2025,355,(U),5411072566358981877,,,https://www.youtube.com/watch?v=8qtirJeKx8I,9,37,428,577428,,,410359,1.40712888,410359,1.40712888,-0.0005,0.8374,5.561439667,12.5303,14.9641,50.1738,8.76080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,355,0.0114029008,1.706339487,
🇨🇦,Aquacorde,0,0,9:37.634,9:37.634,22 May 2024,741,(U),-2489974967494847394,,,https://www.youtube.com/watch?v=VE9n0qCjt7w,9,37,634,577634,,,410359,1.407630879,421494,1.370444182,-0.0005,0.6904,4.639410569,16.0007,23.1763,49.5774,8.78663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,741,0,0,
🇳🇴,skycrab1,0,0,9:38.062,9:38.159,08 Dec 2025,176,(U),unknown,,,https://www.youtube.com/watch?v=ZuI2ve_w9q0&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=158,9,38,159,578159,,,410359,1.408910247,410359,1.408910247,-0.0005,0.9158,5.610021563,13.3827,14.6137,48.0805,8.85278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,176,0.5797388126,84.72151198,
🇺🇸,Reignex,0,0,9:38.147,9:38.262,11 Jul 2023,1057,(U),unknown,12,Yes,https://www.youtube.com/watch?v=z-OO3UOtPY88,9,38,262,578262,,,410359,1.409161247,465828,1.241363765,-0.0005,0.5895,2.371242232,35.3035,59.8884,47.7907,8.86580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇨🇦,Aquacorde,0,0,9:38.350,9:38.350,13 Apr 2024,780,(U),-9127982004582887256,,,https://www.youtube.com/watch?v=J3IDVImiBgk,9,38,350,578350,,,410359,1.409375693,421494,1.372142901,-0.0005,0.6771,4.678944781,15.4078,22.7571,47.5441,8.87695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,780,0,0,
🇧🇷,shyaya,0,1,9:24.030,9:38.411,30 Apr 2022,1494,(V),2054193579190053167,,,https://www.speedrun.com/mc/runs/znpk5w3m,9,38,411,578411,,,410359,1.409524343,548820,1.053917496,-0.0005,0.4738,0.8221315227,45.3766,95.7745,47.3737,8.88468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1494,0,0,
🇳🇴,skycrab1,0,0,9:37.169,9:38.505,15 Jun 2024,717,(U),-6835923738561090524,,,https://www.youtube.com/watch?v=DiB9QaNNmPs&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=31&pp=iAQB,9,38,505,578505,,,410359,1.409753411,421494,1.372510641,-0.0005,0.6987,4.687541913,15.8378,22.6668,47.1120,8.89661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,717,0,0,
🇷🇺,aleen,0,0,9:38.572,9:38.572,11 Jul 2023,1057,(U),-2116083140785115834,04,Yes,https://www.youtube.com/watch?v=LVB2XbfIBdY,9,38,572,578572,,,410359,1.409916683,465828,1.242029247,-0.0005,0.5895,2.379779071,35.1935,59.7017,46.9261,8.90512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇸🇪,PAPLERR,0,0,9:36.026,9:38.587,01 Jul 2024,701,(U),unknown,,,https://www.youtube.com/watch?v=XTUe5tawd1s,9,38,587,578587,,,410359,1.409953236,421494,1.372705187,-0.0005,0.7043,4.692095666,15.9314,22.6190,46.8845,8.90703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇿🇦,Airpodsz,0,0,9:38.670,9:38.670,02 Jun 2025,365,(U),5921062734951902024,,,https://www.youtube.com/watch?v=O4iSypYT2y4&list=PLjW0OIc7zcEcCMM5essHmBGzf92S0FzKi&index=6,9,38,670,578670,,,410359,1.410155498,421494,1.372902105,-0.0005,0.8332,4.696708898,18.8056,22.5708,46.6551,8.91758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇨🇦,Aquacorde,0,0,9:38.736,9:38.736,06 Jun 2025,361,(U),9010889274559730847,,,https://www.youtube.com/watch?v=bVVdKUflSME,9,38,736,578736,,,410359,1.410316333,421494,1.373058691,-0.0005,0.8349,4.700380086,18.8113,22.5325,46.4733,8.92598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,361,0.009053642645,2.040009725,
🇵🇱,watermelon1708,0,0,9:37.975,9:38.760,14 Nov 2025,200,(U),unknown,,,https://www.youtube.com/watch?v=i8Pi7aIULKc,9,38,760,578760,,,410359,1.410374818,410359,1.410374818,-0.0005,0.9048,5.650240733,12.9657,14.3293,46.4073,8.92904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,200,0.4493289641,64.38553142,
🇮🇹,drip120,0,0,9:37.558,9:39.066,24 Oct 2025,221,(U),unknown,,,https://www.youtube.com/watch?v=wyhD_ahpxGU,9,39,66,579066,,,410359,1.411120507,410359,1.411120507,-0.0005,0.8954,5.670814874,12.7016,14.1857,45.5717,8.96809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,221,0.3398040673,48.20346217,
🇨🇦,EvanKeen,0,0,9:34.747,9:39.089,18 Aug 2022,1384,(U),3017816655898544242,15,Yes,https://www.youtube.com/watch?v=aFLHdmK11hU,9,39,89,579089,,,410359,1.411176555,517884,1.118182836,-0.0005,0.5006,1.192847986,43.8127,87.5249,45.5093,8.97104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸,zylenox,0,0,9:37.585,9:39.144,04 Jun 2024,728,(U),unknown,,,https://www.youtube.com/watch?v=A6xkO0SfvHs,9,39,144,579144,,,410359,1.411310584,421494,1.374026677,-0.0005,0.6949,4.723130539,15.4934,22.2962,45.3605,8.97807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇦🇺,MoleyG,0,1,9:34.824,9:39.177,03 Jul 2023,1065,(V),2069048257442487259,05,Yes,https://www.speedrun.com/mc/run/z5peddgm,9,39,177,579177,,,410359,1.411391002,465828,1.243328009,-0.0005,0.5871,2.396518914,34.8387,59.3367,45.2713,8.98230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,9:39.300,9:39.928,28 Jul 2024,674,(U),1220434626875752910,,,https://www.youtube.com/watch?v=mFNMOnaFXaY&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=45,9,39,928,579928,,,410359,1.413221106,421494,1.375886727,-0.0005,0.7139,4.767117892,15.5956,21.8454,43.2766,9.07893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,674,0,0,
🇺🇦,dinonuggieboi,0,1,9:35.023,9:39.334,22 Apr 2023,1137,(V),-6590499565572039174,04,Yes,https://www.speedrun.com/mc/run/m3q9d2dy,9,39,334,579334,,,410359,1.411773593,465828,1.243665044,-0.0005,0.5664,2.40088015,33.5531,59.2418,44.8489,9.00242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,1137,0,0,
🇵🇱,Mixray,0,1,9:34.946,9:39.423,15 Sep 2023,991,(U),6988294764721144612,04,Yes,https://www.youtube.com/watch?v=BtKOerBoYtI,9,39,423,579423,,,410359,1.411990477,465828,1.243856101,-0.0005,0.6093,2.403355595,36.0612,59.1880,44.6107,9.01385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇵🇱,watermelon1708,0,0,9:37.815,9:39.646,12 Oct 2025,233,(U),see video,,,https://www.youtube.com/watch?v=0Sux8DzQKHg,9,39,646,579646,,,410359,1.412533903,410359,1.412533903,-0.0005,0.8900,5.709991036,12.3855,13.9158,44.0180,9.04254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,233,0.2822580092,39.27842015,
🇳🇴,skycrab1,0,0,9:39.881,9:39.881,20 Oct 2024,590,(U),-8605506067910459007,,,https://www.youtube.com/watch?v=Qo6r_k863hs&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=86,9,39,881,579881,,,410359,1.413106573,421494,1.375775219,-0.0005,0.7445,4.764470825,16.2846,21.8723,43.3995,9.07285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,590,0.000000001203658702,0.000000263267908,
🇨🇦,Aquacorde,0,0,9:39.937,9:39.937,12 Jul 2025,325,(U),3456563830022902090,,,https://www.youtube.com/watch?v=9W4oVjvPLO8,9,39,937,579937,,,410359,1.413243038,410359,1.413243038,-0.0005,0.8500,5.729735462,11.7145,13.7815,43.2531,9.08009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,325,0.03229598047,4.450877422,
🇳🇴,skycrab1,0,0,9:39.675,9:39.946,17 May 2025,381,(U),unknown,,,https://www.youtube.com/watch?v=7_u4r-5wbBw&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=122,9,39,946,579946,,,410359,1.41326497,421494,1.375929432,-0.0005,0.8265,4.768132004,18.0477,21.8351,43.2296,9.08125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,381,0.003963475053,0.8654287928,
🇨🇦,silverr,0,0,9:39.993,9:39.993,21 Jan 2023,1228,(U),5152803780424896801,15,Yes,https://www.youtube.com/watch?v=4SxUSWR0AKk,9,39,993,579993,,,410359,1.413379504,495537,1.170433288,-0.0005,0.5412,1.60451547,42.0417,77.6849,43.1070,9.08733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇹🇿,Kxpow,0,1,9:35.931,9:40.072,13 Feb 2023,1205,(V),-2352610708955668290,06,Yes,https://www.speedrun.com/mc/run/meeedq3m,9,40,72,580072,,,410359,1.413572019,465828,1.245249319,-0.0005,0.5474,2.421475987,32.1867,58.7948,42.9016,9.09756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,1205,0,0,
🇨🇦,silverr,0,0,9:39.324,9:40.144,13 Sep 2023,993,(U),unknown,??,Yes,https://www.youtube.com/watch?v=7Qgs9qVAEYg,9,40,144,580144,,,410359,1.413747475,465828,1.245403883,-0.0005,0.6087,2.423493771,35.7593,58.7511,42.7150,9.10689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,993,0,0,
🇺🇸,Feinberg,0,0,9:38.533,9:40.201,22 Nov 2022,1288,(U),3763410502063067245,,,https://www.youtube.com/watch?v=X5XKUnji4HM,9,40,201,580201,,,410359,1.413886378,495537,1.170853034,-0.0005,0.5252,1.608296434,40.7514,77.5939,42.5676,9.11428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇿🇦,Airpodsz,0,0,9:40.203,9:40.203,18 Feb 2026,104,(U),1567644666340618744,,,https://www.youtube.com/watch?v=Xmbntq1hvyM&list=PLjW0OIc7zcEcCMM5essHmBGzf92S0FzKi&index=36,9,40,203,580203,,,410359,1.413891251,410359,1.413891251,-0.0005,0.9493,5.747835708,12.9673,13.6595,42.5625,9.11454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇬🇧,priffie,0,0,9:34.622,9:40.319,02 Feb 2025,485,(U),unknown,,,https://www.youtube.com/watch?v=WmMhRnKR004,9,40,319,580319,,,410359,1.414173931,421494,1.376814379,-0.0005,0.7847,4.789189198,16.9661,21.6222,42.2639,9.12960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸,doogile,0,0,9:38.425,9:40.319,20 Jan 2024,864,(U),-4077851580953068746,,,https://www.youtube.com/watch?v=qYuK9wNO7GQ,9,40,319,580319,,,410359,1.414173931,421494,1.376814379,-0.0005,0.6492,4.789189198,14.0373,21.6222,42.2639,9.12960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,864,0,0,
🇳🇱,HDMICables,0,1,9:35.842,9:40.337,30 Dec 2023,885,(U),-2883304325678276407,06,Yes,https://www.youtube.com/watch?v=fsCAdRBeb3s,9,40,337,580337,,,410359,1.414217795,446254,1.300463413,-0.0005,0.6424,3.245263052,27.3871,42.6306,42.2177,9.13194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,885,0,0,
🇨🇦,NoHacsJustRoblox,0,0,9:39.837,9:40.348,22 Apr 2024,771,(U),7851252288319915185,,,https://www.youtube.com/watch?v=yxr4anf52rI,9,40,348,580348,,,410359,1.4142446,421494,1.376883182,-0.0005,0.6801,4.790829758,14.6942,21.6057,42.1894,9.13337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,771,0,0,
🇿🇦,Airpodsz,0,0,9:40.353,9:40.353,18 Feb 2026,104,(U),5652081996775429995,,,https://www.youtube.com/watch?v=fz2WSDzfu1Y&list=PLjW0OIc7zcEcCMM5essHmBGzf92S0FzKi&index=34,9,40,353,580353,,,410359,1.414256785,410359,1.414256785,-0.0005,0.9493,5.758064592,12.9022,13.5909,42.1766,9.13402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,9:39.314,9:40.387,13 Aug 2024,658,(U),-7637821071124496857,,,https://www.youtube.com/watch?v=aFxizpVM6-c&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=51,9,40,387,580387,,,410359,1.414339639,421494,1.37697571,-0.0005,0.7196,4.793036804,15.5324,21.5835,42.0895,9.13844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,658,0,0,
🇳🇴,skycrab1,0,0,9:40.817,9:40.817,08 Dec 2025,176,(U),unknown,,,https://www.youtube.com/watch?v=WAg6hWbZyx4&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=154,9,40,817,580817,,,410359,1.415387502,410359,1.415387502,-0.0005,0.9158,5.789806534,12.2530,13.3801,40.9992,9.19451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,176,0.5797388126,77.56990363,
🇮🇪,Skyro,0,1,9:38.568,9:40.820,01 Oct 2023,975,(V),2608440908150331699,11,Yes,https://www.speedrun.com/mc/runs/y8k29gdy,9,40,820,580820,,,410359,1.415394813,465828,1.246855062,-0.0005,0.6142,2.442511948,35.8302,58.3403,40.9917,9.19490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸,doogile,0,0,9:40.835,9:40.835,07 Jul 2024,695,(U),2139235147472927794,,,https://www.youtube.com/watch?v=SIsWU7n7Y1Q,9,40,835,580835,,,410359,1.415431366,421494,1.378038596,-0.0005,0.7065,4.818453445,15.0681,21.3292,40.9540,9.19686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,695,0,0,
