flag,runner_name,is_wr,is_pb,in_game_time,re_timed_time,date,days_since,src_status,seed,instances(depracated),calc(depracated),link,minutes,seconds,milliseconds,total_milliseconds,retime_ms,retime,current_wr,cur_wr_normal_time,wr_at_time,normal_time,decay,weight,k,run_score,non_weighted_run_score,current_wr_run_score,dynamic_k,blank,iron_source,has_tnt,enter_type,enter_time,enter_structure1_split,structure_1_time,structure1_type,structure1_split,structure1_exit_time,structure1_structure2_split,structure2_time,structure2_type,structure_2_split,structure2_exit,blaze_rates_string,blaze_rods_collected,blazes_killed,blaze_rates_decimal,structure2_exit_exit1_split,rods_obtained_pre_exit1,num_exits,exit1_time,stronghold_travel_type,triangulation_split,eyes_thrown,eye_breaks,eyes_left,total_eye_loss,reenter_time,exit_2_split,stronghold_distance,<500,500-1000,1000-1500,1500-2000,2000+,exit_2_time,theoretical_blind,nether_split,total_nether,total_ow2,post_blind,structure2_finish_split,structure2_exit_stronghold_split,stronghold_time,portal_room_locator_type,stronghold_split,frames_filled,frames_needed,end_enter_time,end_type,explosives_used,rotations,zero_explosivies,perch_explosives,end_spawn_type,dragon_node,dragon_location,dragon_angle,tower_height,tower,standing_height,end_split,truncated_igt,bastion_type_2,bastion_route,chests_checked,depracated_bastion_info,bastion_enter_time,bastion_enter_route_start_split,route_start_time,route_split,total_bastion_split,bastion_exit_time,obsidian,string,glowstone,arrows,pearls,crying_obsidian,days_since_2,elo_weight,elo,timeloss 
🇳🇴,skycrab1,0,0,8:35.819,8:35.819,18 May 2025,415,(U),see video,,,https://www.youtube.com/watch?v=kDl3PmegjWA&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=124,8,35,819,515819,0,0,515819,1.256994485,421494,1.22378729,,0.8126,2.155472037,52.5819,64.7072,451.5608,3.47601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸,meebie,0,0,8:35.914,8:35.914,18 Nov 2023,962,(U),-2503873430617653818,,,https://www.youtube.com/watch?v=c2uu-GXtiIc&list=PLaTJSsRuu2Ufk7cX7bUTt9V-IJxa8wqSM&index=5,8,35,914,515914,0,0,515914,1.25722599,465828,1.107520372,,0.6182,1.121955698,55.1244,89.1742,450.7355,3.48120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇵🇱,watermelon1708,0,0,8:34.398,8:35.950,10 Nov 2025,239,(U),see video,,,https://www.youtube.com/watch?v=fEy7nXScnGI,8,35,950,515950,1552,1.552,514398,1.257313718,410359,1.257313718,,0.8874,2.583565293,49.1114,55.3453,450.4227,3.48318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇸🇰,NoFear1337,0,0,8:31.037,8:35.967,25 Dec 2023,925,(U),4143928542736581557,16,Yes,https://www.youtube.com/watch?v=wOf3KZ159XE,8,35,967,515967,4930,4.93,511037,1.257355145,446254,1.156218208,,0.6297,1.48117476,50.7886,80.6542,450.2750,3.48411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇫🇷,M4xx,0,0,8:35.503,8:35.977,01 May 2025,432,(U),3238275077272421619,,,https://www.youtube.com/watch?v=6XwmxcKBgW0,8,35,977,515977,474,0.474,515503,1.257379514,421494,1.224162147,,0.8057,2.159883356,52.0560,64.6068,450.1882,3.48465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,8:36.102,8:36.102,29 Oct 2024,616,(U),-3646678682630251613,,,https://www.youtube.com/watch?v=okNmE6As3I8&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=90,8,36,102,516102,0,0,516102,1.257684125,421494,1.224458711,,0.7349,2.163379071,47.4221,64.5273,449.1022,3.49151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,8:34.986,8:36.447,30 May 2024,768,(U),5645148096058568914,,,https://www.youtube.com/watch?v=qmxUkDzqJLA&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=25,8,36,447,516447,1461,1.461,514986,1.258524853,421494,1.225277228,,0.6811,2.173053641,43.8019,64.3076,446.1047,3.51048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,8:35.909,8:36.678,13 Aug 2024,693,(U),-757577179228035098,,,https://www.youtube.com/watch?v=3jCFZ5mZbuw&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=53,8,36,678,516678,769,0.769,515909,1.259087774,421494,1.225825279,,0.7072,2.179553106,45.3714,64.1601,444.0976,3.52324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇹🇿,Kxpow,0,0,8:36.194,8:36.695,04 Nov 2024,610,(U),-8654711318816498039,,,https://www.youtube.com/watch?v=NiXw7_TxVeo,8,36,695,516695,501,0.501,516194,1.259129202,421494,1.225865611,,0.7371,2.180032111,47.2859,64.1493,443.9499,3.52418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇫🇮,AndrewCrow,0,0,8:33.154,8:36.802,20 Jul 2025,352,(U),unknown,,,https://www.youtube.com/watch?v=E1L_FPxRTuo,8,36,802,516802,3648,3.648,513154,1.259389949,410359,1.259389949,,0.8386,2.612416081,45.9097,54.7444,443.0202,3.53011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,8:36.197,8:36.807,30 Sep 2025,280,(U),unknown,,,https://www.youtube.com/watch?v=dGXgTgEdGVY&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=142,8,36,807,516807,610,0.61,516197,1.259402133,410359,1.259402133,,0.8694,2.612586237,47.5894,54.7409,442.9768,3.53039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸,doogile,0,0,8:32.663,8:36.891,31 Mar 2024,828,(U),-8770456777787364691,,,https://www.youtube.com/watch?v=IRTvOCDfvbA,8,36,891,516891,4228,4.228,512663,1.259606832,421494,1.226330624,,0.6610,2.185561589,42.3199,64.0240,442.2469,3.53504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇵🇱,okshey,0,1,8:35.972,8:37.500,17 Apr 2025,446,(V),-1892453842458127965,,,https://www.speedrun.com/mc/runs/zn9dgq8y,8,37,500,517500,1528,1.528,515972,1.261090898,421494,1.227775484,,0.8001,2.202822938,50.9142,63.6336,436.9560,3.56898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,8:36.373,8:37.680,12 Jun 2024,755,(U),8302535928926204218,,,https://www.youtube.com/watch?v=RUtcNVLefnE&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=28,8,37,680,517680,1307,1.307,516373,1.261529539,421494,1.228202537,,0.6856,2.2079482,43.5462,63.5180,435.3923,3.57907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇨🇦,sockmonkey737,0,1,8:36.752,8:37.739,14 May 2025,419,(V),-3879107049025834895,,,https://www.speedrun.com/mc/runs/z5w7nw5z,8,37,739,517739,987,0.987,516752,1.261673315,421494,1.228342515,,0.8110,2.209630476,51.4816,63.4800,434.8799,3.58238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇨🇦,rdpill,0,1,8:34.580,8:37.769,05 Nov 2024,609,(V),4338721383690060751,,,https://www.speedrun.com/mc/runs/m7nn9r0z,8,37,769,517769,3189,3.189,514580,1.261746422,421494,1.22841369,,0.7375,2.210486311,46.8018,63.4607,434.6193,3.58407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇮🇱,sagi_enderman,1,1,8:31.726,8:37.884,29 Jul 2022,1439,(V),-774874644388946464,,,https://www.speedrun.com/mc/runs/mkdld9xy,8,37,884,517884,6158,6.158,511726,1.262026664,548820,0.9436317918,,0.4870,0.4331102176,49.9388,102.5447,433.6204,3.59054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸,meebie,0,0,8:37.477,8:37.975,07 Aug 2023,1065,(U),1459462342630812192,,,https://www.youtube.com/watch?v=C983h_XUVjM&list=PLaTJSsRuu2Ufk7cX7bUTt9V-IJxa8wqSM&index=3,8,37,975,517975,498,0.498,517477,1.262248422,465828,1.111944752,,0.5871,1.150878413,51.9639,88.5042,432.8300,3.59566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,8:38.021,8:38.021,06 May 2025,427,(U),unknown,,,https://www.youtube.com/watch?v=VTFc9umQMn8&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=120,8,38,21,518021,0,0,518021,1.262360518,421494,1.229011564,,0.8078,2.217687086,51.1294,63.2984,432.4305,3.59825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇰🇷,dwoh,0,1,8:48.684,8:38.155,02 Feb 2025,520,(V),3434004177647168368,,,https://www.speedrun.com/mc/runs/ylp19kkm,8,38,155,518155,-10529,-10.529,528684,1.262687062,421494,1.22932948,,0.7711,2.221524638,48.7397,63.2120,431.2668,3.60582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇹🇷,Ancoboy,0,1,8:34.984,8:38.476,14 Aug 2024,692,(U),unknown,,,https://www.youtube.com/watch?v=uCGnjOQtFoQ,8,38,476,518476,3492,3.492,514984,1.263469304,421494,1.230091057,,0.7075,2.230741832,44.5766,63.0047,428.4796,3.62399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇸🇪,v_strid,0,0,8:31.498,8:38.508,26 May 2025,407,(U),unknown,,,https://www.youtube.com/watch?v=g9DBl3awC4Q,8,38,508,518508,7010,7.01,511498,1.263547284,421494,1.230166977,,0.8159,2.231662558,51.3868,62.9840,428.2017,3.62581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇮🇸,Kind,0,1,8:37.353,8:38.527,24 Jun 2023,1109,(V),8707775504708410399,,,https://www.speedrun.com/mc/runs/znelek8z,8,38,527,518527,1174,1.174,517353,1.263593585,465828,1.113129739,,0.5744,1.158742884,50.7282,88.3213,428.0368,3.62689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇧🇷,misfitmcsr,0,1,8:38.209,8:38.728,15 Jul 2025,357,(V),2738581748136977282,,,https://www.speedrun.com/mc/runs/y9e8jwvz,8,38,728,518728,519,0.519,518209,1.2640834,410359,1.2640834,,0.8365,2.678695735,44.6532,53.3794,426.2920,3.63832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇵🇱,okshey,0,0,8:38.735,8:38.735,15 Nov 2025,234,(U),unknown,,,https://www.youtube.com/watch?v=TfnVJFvNoDY,8,38,735,518735,0,0,518735,1.264100458,410359,1.264100458,,0.8896,2.678939334,47.4811,53.3744,426.2312,3.63872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇸🇪,v_strid,0,0,8:38.425,8:38.789,24 Feb 2025,498,(U),unknown,,,https://www.youtube.com/watch?v=sjmsk61q-Mw,8,38,789,518789,364,0.364,518425,1.26423205,421494,1.230833654,,0.7796,2.239762343,48.9593,62.8022,425.7625,3.64180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇨🇦,Jay12310,0,0,8:36.088,8:38.790,24 Nov 2025,225,(U),unknown,,,https://www.youtube.com/watch?v=t3Th0f5TeHc&list=PLaTJSsRuu2UcsiC6KEkJwrGp1GaGgPoVG&index=7,8,38,790,518790,2702,2.702,516088,1.264234487,410359,1.264234487,,0.8936,2.680854006,47.6603,53.3353,425.7538,3.64185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇹🇿,Kxpow,0,0,8:37.259,8:38.835,02 Mar 2024,857,(U),8469828128004769896,,,https://www.youtube.com/watch?v=VU43_XgypsM,8,38,835,518835,1576,1.576,517259,1.264344147,421494,1.230942789,,0.6515,2.241090796,40.8953,62.7724,425.3633,3.64442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇿🇦,Airpodsz,0,0,8:39.098,8:39.098,12 May 2025,421,(U),1497324270395087566,,,https://www.youtube.com/watch?v=QcZ_tKesd74&list=PLjW0OIc7zcEcqLcQwe9V6NfJUy0AUDomQ&index=14,8,39,98,519098,0,0,519098,1.26498505,421494,1.23156676,,0.8102,2.248699665,50.7187,62.6019,423.0810,3.65945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇨🇦,Jay12310,0,0,8:39.147,8:39.147,06 Dec 2025,213,(U),unknown,,,https://www.youtube.com/watch?v=SSESxjNH_hk&list=PLaTJSsRuu2UcsiC6KEkJwrGp1GaGgPoVG&index=10,8,39,147,519147,0,0,519147,1.265104457,410359,1.265104457,,0.8990,2.693311617,47.7188,53.0813,422.6558,3.66226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸,doogile,0,0,8:39.037,8:39.282,30 Mar 2025,464,(U),8886412600271699411,,,https://www.youtube.com/watch?v=u6qbrlizGMM,8,39,282,519282,245,0.245,519037,1.265433438,421494,1.232003303,,0.7929,2.254036749,49.5452,62.4824,421.4846,3.67000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸,Reignex,0,1,8:39.268,8:39.218,18 Sep 2022,1388,(U),Unknown,12,Yes,https://www.youtube.com/watch?v=z1feRpPuykI,8,39,218,519218,-50,-0.05,519268,1.265277477,517884,1.002575866,,0.4996,0.6090855007,49.8792,99.8434,422.0398,3.66633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇿🇦,Airpodsz,0,0,8:39.411,8:39.411,05 Sep 2025,305,(U),-1145251015490040547,,,https://www.youtube.com/watch?v=X9g8K9tNTi8&list=PLjW0OIc7zcEcqLcQwe9V6NfJUy0AUDomQ&index=10,8,39,411,519411,0,0,519411,1.265747796,410359,1.265747796,,0.8586,2.702557085,45.4120,52.8933,420.3657,3.67741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇩🇰,Bloopy,0,0,8:39.524,8:39.524,08 Feb 2025,514,(U),-1918684009025106856,,,https://www.youtube.com/watch?v=4Ncc5fSS7fU,8,39,524,519524,0,0,519524,1.266023165,421494,1.232577451,,0.7734,2.261073473,48.2002,62.3250,419.3857,3.68392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇩🇪,jason_n,0,0,8:39.547,8:39.547,14 Sep 2024,661,(U),-6811725567637899791,,,https://www.youtube.com/watch?v=vO1lOV6z_rs,8,39,547,519547,0,0,519547,1.266079214,421494,1.232632018,,0.7186,2.261743276,44.7738,62.3100,419.1862,3.68524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇫🇮,sadekeppi,0,0,8:39.634,8:39.634,23 Nov 2025,226,(U),unknown,,,https://www.youtube.com/watch?v=7l0U6MbHxfo,8,39,634,519634,0,0,519634,1.266291223,410359,1.266291223,,0.8932,2.710388702,47.0998,52.7344,418.4318,3.69026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,8:39.547,8:39.779,30 May 2025,403,(U),unknown,,,https://www.youtube.com/watch?v=NFMHJvhQb_w&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=129,8,39,779,519779,232,0.232,519547,1.266644572,421494,1.233182442,,0.8175,2.268509512,50.8152,62.1589,417.1746,3.69863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇫🇮,AndrewCrow,0,0,8:38.402,8:39.880,12 Aug 2025,329,(U),unknown,,,https://www.youtube.com/watch?v=psOz3n2aTy0,8,39,880,519880,1478,1.478,518402,1.266890698,410359,1.266890698,,0.8483,2.719051489,44.5867,52.5590,416.2991,3.70447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇵🇱,watermelon1708,0,0,8:39.647,8:40.008,29 Nov 2025,220,(U),unknown,,,https://www.youtube.com/watch?v=t10Ij-c_N2s,8,40,8,520008,361,0.361,519647,1.26720262,410359,1.26720262,,0.8958,2.723568693,47.0023,52.4677,415.1898,3.71189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇩🇪,jason_n,0,0,8:40.038,8:40.038,21 Aug 2024,685,(U),8973323366010797251,,,https://www.youtube.com/watch?v=wtVTAwET8cA,8,40,38,520038,0,0,520038,1.267275727,421494,1.233796922,,0.7100,2.276084635,44.0125,61.9900,414.9298,3.71363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇬🇧,priffie,0,0,8:40.155,8:40.155,11 Nov 2024,603,(U),-2522481865350924050,,,https://www.youtube.com/watch?v=ChKDeopLupA,8,40,155,520155,0,0,520155,1.267560843,421494,1.234074506,,0.7397,2.279514032,45.7980,61.9136,413.9160,3.72043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇨🇦,Aquacorde,0,0,8:40.408,8:40.408,08 Mar 2026,121,(U),unknown,,,https://www.youtube.com/watch?v=kjsEkRLLT8w&list=PL7aObukeMJOzC12YUkw7rFbzP2BzIhpXp&index=2,8,40,408,520408,0,0,520408,1.268177376,410359,1.268177376,,0.9413,2.737728026,49.1186,52.1821,411.7244,3.73516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇮🇹,nonshochiama,0,1,8:38.077,8:40.586,04 Jan 2024,915,(V),8591525407209828717,,,https://www.speedrun.com/mc/runs/m73l1key,8,40,586,520586,2509,2.509,518077,1.268611143,421494,1.23509706,,0.6329,2.292187104,39.0045,61.6317,410.1831,3.74555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇭🇷,Mar1n,0,1,8:40.648,8:40.648,20 Feb 2024,868,(V),2606077167266899890,,,https://www.speedrun.com/mc/runs/z0d1wvoy,8,40,648,520648,0,0,520648,1.26876223,421494,1.235244155,,0.6479,2.294015331,39.9056,61.5911,409.6464,3.74918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇵🇱,watermelon1708,0,0,8:39.979,8:40.694,15 Nov 2025,234,(U),unknown,,,https://www.youtube.com/watch?v=EKR-bvraczI,8,40,694,520694,715,0.715,519979,1.268874327,410359,1.268874327,,0.8896,2.747892062,46.2386,51.9777,409.2482,3.75187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸,doogile,0,0,8:39.729,8:40.725,09 Dec 2023,941,(U),-5412281049038794009,,,https://www.youtube.com/watch?v=Jv2jo4YQLrw,8,40,725,520725,996,0.996,519729,1.268949871,446254,1.166880297,,0.6247,1.572835187,49.0053,78.4474,408.9798,3.75369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸,doogile,0,0,8:40.768,8:40.768,16 Jul 2024,721,(U),8198000986967179551,,,https://www.youtube.com/watch?v=Ce_A0Sa97Hg,8,40,768,520768,0,0,520768,1.269054657,421494,1.235528857,,0.6973,2.297557547,42.8943,61.5124,408.6077,3.75621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,8:40.888,8:40.888,08 Dec 2025,211,(U),unknown,,,https://www.youtube.com/watch?v=xihX3p1Fp4s&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=153,8,40,888,520888,0,0,520888,1.269347084,410359,1.269347084,,0.8999,2.754805641,46.6485,51.8389,407.5692,3.76325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇹🇷,Ancoboy,0,1,8:39.744,8:40.941,15 Dec 2023,935,(U),-2037700049700041325,,,https://www.youtube.com/watch?v=rIQn66zPVwM,8,40,941,520941,1197,1.197,519744,1.269476239,446254,1.167364326,,0.6266,1.577117102,49.0880,78.3443,407.1106,3.76636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇫🇮,megelimc,0,1,8:35.954,8:41.307,26 Jun 2024,741,(V),5074648903421430178,,,https://www.speedrun.com/mc/runs/zq8l7d1z,8,41,307,521307,5353,5.353,515954,1.270368141,421494,1.236807641,,0.6904,2.313528525,42.2231,61.1584,403.9452,3.78793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,8:40.847,8:41.542,18 May 2025,415,(U),unknown,,,https://www.youtube.com/watch?v=xJ01M7bzZw4&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=123,8,41,542,521542,695,0.695,520847,1.27094081,421494,1.237365182,,0.8126,2.320522834,49.5725,61.0037,401.9141,3.80183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇱,HDMICables,0,1,8:38.214,8:41.545,10 Apr 2024,818,(U),-1522606995764836308,,,https://www.youtube.com/watch?v=SJpWHtyDOMc,8,41,545,521545,3331,3.331,518214,1.270948121,421494,1.237372299,,0.6643,2.320612245,40.5243,61.0018,401.8882,3.80201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇨🇦,Jay12310,0,1,8:41.613,8:41.613,31 Jan 2024,888,(V),-2567989600321826795,,,https://www.speedrun.com/mc/runs/z1ke12jy,8,41,613,521613,0,0,521613,1.27111383,421494,1.23753363,,0.6415,2.322639731,39.1018,60.9570,401.3006,3.80604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇹🇿,Kxpow,0,0,8:40.524,8:41.729,26 Jun 2024,741,(U),-2265204569977030713,,,https://www.youtube.com/watch?v=HS2BLQxAvHQ,8,41,729,521729,1205,1.205,520524,1.271396509,421494,1.237808842,,0.6904,2.326102045,42.0312,60.8805,400.2986,3.81293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇿🇦,Airpodsz,0,0,8:42.023,8:42.023,13 Feb 2026,144,(U),3688076343083871671,,,https://www.youtube.com/watch?v=FDhUOxV4hnA&list=PLjW0OIc7zcEcqLcQwe9V6NfJUy0AUDomQ&index=4,8,42,23,522023,0,0,522023,1.272112955,410359,1.272112955,,0.9305,2.795564522,47.4813,51.0260,397.7601,3.83043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
